class,tel,filt,night,exposure,imageid
1,2,c,a59876o0024,04787,02a59876o0024c
1,2,o,a59069o0816,01570,02a59069o0816o
1,3,c,a60082o0221,26761,03a60082o0221c
1,4,c,a60000o0781,00418,04a60000o0781c
1,4,o,a60034o0743,00765,04a60034o0743o
1,3,c,a60025o0605,02418,03a60025o0605c
1,2,o,a60034o0815,09063,02a60034o0815o
1,4,o,a59784o0343,04695,04a59784o0343o
1,1,o,a59006o0407,03963,01a59006o0407o
1,4,o,a60037o0650,14436,04a60037o0650o
1,2,o,a59429o0348,00287,02a59429o0348o
1,3,o,a59984o0222,01645,03a59984o0222o
1,3,c,a59899o0265,01065,03a59899o0265c
1,1,o,a59724o0749,01542,01a59724o0749o
1,3,o,a60050o0623,00100,03a60050o0623o
1,4,o,a59986o0482,01383,04a59986o0482o
1,1,o,a59411o0110,18396,01a59411o0110o
1,1,o,a59014o0401,01883,01a59014o0401o
1,2,c,a59635o0219,08027,02a59635o0219c
1,4,c,a60002o0377,04655,04a60002o0377c
1,4,c,a60002o0377,01489,04a60002o0377c
1,3,o,a60053o0778,06120,03a60053o0778o
1,1,o,a59011o0722,08574,01a59011o0722o
1,2,c,a59868o0062,03101,02a59868o0062c
1,2,c,a59868o0382,06297,02a59868o0382c
1,2,c,a59223o0483,01187,02a59223o0483c
1,1,o,a59098o0612,00971,01a59098o0612o
1,4,o,a60089o0216,10224,04a60089o0216o
1,4,c,a60000o0781,12848,04a60000o0781c
1,3,o,a59933o0461,09352,03a59933o0461o
1,1,o,a59872o0438,02090,01a59872o0438o
1,1,o,a59015o0527,21944,01a59015o0527o
1,4,o,a59963o0173,03208,04a59963o0173o
1,3,c,a60082o0221,27311,03a60082o0221c
1,4,o,a60067o0593,03278,04a60067o0593o
1,3,c,a59759o0331,05707,03a59759o0331c
1,2,c,a59880o0052,03656,02a59880o0052c
1,1,o,a59825o0445,10607,01a59825o0445o
1,4,o,a60067o0593,00779,04a60067o0593o
1,2,o,a59543o0531,01217,02a59543o0531o
1,2,o,a59126o0175,02880,02a59126o0175o
1,3,c,a60030o0336,02095,03a60030o0336c
1,3,c,a60082o0221,34429,03a60082o0221c
1,1,o,a59061o0586,01777,01a59061o0586o
1,1,o,a59612o0378,06735,01a59612o0378o
1,1,o,a59632o0972,00958,01a59632o0972o
1,1,o,a59612o0518,02535,01a59612o0518o
1,3,o,a60005o0862,04681,03a60005o0862o
1,1,c,a59899o0289,02118,01a59899o0289c
1,1,o,a59600o0563,01820,01a59600o0563o
1,2,c,a59876o0024,23500,02a59876o0024c
1,4,o,a60034o0743,03276,04a60034o0743o
1,2,o,a59896o0166,02268,02a59896o0166o
1,3,o,a59893o0062,06700,03a59893o0062o
1,4,o,a59915o0374,06498,04a59915o0374o
1,3,o,a60031o0170,04959,03a60031o0170o
1,1,o,a58797o0241,04767,01a58797o0241o
1,4,c,a60058o0769,06837,04a60058o0769c
1,1,c,a59900o0291,00067,01a59900o0291c
1,3,o,a60005o0209,02196,03a60005o0209o
1,4,o,a60002o0312,13455,04a60002o0312o
1,3,c,a60025o0923,17429,03a60025o0923c
1,4,o,a60089o0216,12030,04a60089o0216o
1,4,o,a60037o0650,01897,04a60037o0650o
1,2,o,a59514o0627,03839,02a59514o0627o
1,3,o,a60036o0224,10508,03a60036o0224o
1,4,o,a59615o0253,10338,04a59615o0253o
1,1,c,a59905o0899,00458,01a59905o0899c
1,3,c,a59961o0227,07079,03a59961o0227c
1,2,o,a60020o0755,02077,02a60020o0755o
1,3,c,a59965o0671,00466,03a59965o0671c
1,1,o,a59015o0497,25067,01a59015o0497o
1,3,c,a60031o0613,00388,03a60031o0613c
1,1,o,a59875o0092,00811,01a59875o0092o
1,3,c,a59909o0347,07466,03a59909o0347c
1,1,o,a59597o0360,01121,01a59597o0360o
1,3,o,a60020o0425,02010,03a60020o0425o
1,3,o,a59895o0581,04779,03a59895o0581o
1,2,c,a59876o0024,25507,02a59876o0024c
1,2,o,a59488o0374,06608,02a59488o0374o
1,3,c,a60033o0650,01832,03a60033o0650c
1,4,o,a59717o0398,02519,04a59717o0398o
1,2,o,a59916o0061,08429,02a59916o0061o
1,3,c,a59851o0078,06584,03a59851o0078c
1,3,c,a60031o0613,05943,03a60031o0613c
1,3,o,a60041o0579,01430,03a60041o0579o
1,1,o,a59104o0234,24508,01a59104o0234o
1,1,c,a59851o0232,09547,01a59851o0232c
1,3,o,a60031o0184,11906,03a60031o0184o
1,4,o,a60037o0645,02535,04a60037o0645o
1,1,o,a59876o0516,00120,01a59876o0516o
1,2,o,a60023o0459,02742,02a60023o0459o
1,3,c,a60031o0546,13217,03a60031o0546c
1,4,o,a59919o0463,10655,04a59919o0463o
1,3,c,a59786o0282,34000,03a59786o0282c
1,1,o,a59014o0395,04204,01a59014o0395o
1,1,o,a59085o0805,11350,01a59085o0805o
1,2,o,a60022o0845,06094,02a60022o0845o
1,3,o,a59994o0203,02664,03a59994o0203o
1,3,o,a60053o0778,06589,03a60053o0778o
1,1,o,a59610o0542,00579,01a59610o0542o
1,3,o,a60006o0382,00034,03a60006o0382o
1,2,o,a60034o0783,02489,02a60034o0783o
1,3,o,a60034o0203,05728,03a60034o0203o
1,2,o,a60029o0712,02514,02a60029o0712o
1,2,c,a59754o0164,00063,02a59754o0164c
1,3,c,a60025o0923,28358,03a60025o0923c
1,1,o,a59104o0234,04069,01a59104o0234o
1,4,o,a60037o0650,00060,04a60037o0650o
1,1,o,a59085o0805,08202,01a59085o0805o
1,1,o,a59104o0234,33929,01a59104o0234o
1,3,o,a59893o0283,03082,03a59893o0283o
1,4,o,a60037o0656,01025,04a60037o0656o
1,3,c,a60030o0270,06478,03a60030o0270c
1,3,c,a60022o0310,04758,03a60022o0310c
1,1,o,a58487o0179,01733,01a58487o0179o
1,4,c,a59939o0304,05907,04a59939o0304c
1,4,c,a59875o0265,04084,04a59875o0265c
1,2,o,a59917o0425,07845,02a59917o0425o
1,1,o,a59489o0411,00702,01a59489o0411o
1,4,o,a60067o0593,04908,04a60067o0593o
1,3,o,a60053o0778,07864,03a60053o0778o
1,2,o,a60023o0811,00270,02a60023o0811o
1,2,o,a59126o0175,14207,02a59126o0175o
1,3,c,a60031o0598,06214,03a60031o0598c
1,4,o,a60019o0792,17854,04a60019o0792o
1,4,o,a59833o0052,08493,04a59833o0052o
1,3,c,a60031o0580,02250,03a60031o0580c
1,1,c,a59851o0232,00090,01a59851o0232c
1,4,o,a60037o0645,04012,04a60037o0645o
1,1,o,a59876o0533,02335,01a59876o0533o
1,3,o,a59953o0376,07088,03a59953o0376o
1,3,c,a59897o0231,02361,03a59897o0231c
1,3,o,a59999o0717,18106,03a59999o0717o
1,3,o,a59997o0231,04386,03a59997o0231o
1,3,o,a60034o0277,05620,03a60034o0277o
1,1,o,a59591o0876,01414,01a59591o0876o
1,2,c,a59876o0024,01101,02a59876o0024c
1,2,o,a60022o0468,01436,02a60022o0468o
1,3,c,a59851o0078,01006,03a59851o0078c
1,2,o,a60020o0537,00466,02a60020o0537o
1,1,o,a59597o0254,00460,01a59597o0254o
1,3,o,a60031o0128,15651,03a60031o0128o
1,1,o,a59872o0065,06925,01a59872o0065o
1,1,o,a59862o0286,00768,01a59862o0286o
1,3,o,a59893o0092,04530,03a59893o0092o
1,1,o,a59084o0821,02162,01a59084o0821o
1,2,o,a59481o0927,06610,02a59481o0927o
1,1,o,a59870o0034,03481,01a59870o0034o
1,4,c,a59939o0304,02276,04a59939o0304c
1,1,o,a59026o0127,04254,01a59026o0127o
1,2,o,a59870o0894,17552,02a59870o0894o
1,3,c,a60032o0201,01819,03a60032o0201c
1,1,o,a59872o0065,00512,01a59872o0065o
1,1,o,a59876o0369,01374,01a59876o0369o
1,1,o,a59034o0334,03094,01a59034o0334o
1,4,o,a59784o0343,62694,04a59784o0343o
1,2,o,a60023o0791,05302,02a60023o0791o
1,2,c,a57981o0046,08466,02a57981o0046c
1,2,o,a60071o0407,02564,02a60071o0407o
1,4,o,a59905o0150,05333,04a59905o0150o
1,4,o,a60019o0785,31516,04a60019o0785o
1,2,o,a60015o0756,05435,02a60015o0756o
1,3,c,a60082o0221,07729,03a60082o0221c
1,2,o,a57907o0432,14704,02a57907o0432o
1,3,o,a59989o0149,03611,03a59989o0149o
1,4,o,a59717o0398,16441,04a59717o0398o
1,2,o,a59884o0469,02116,02a59884o0469o
1,4,o,a59919o0444,01463,04a59919o0444o
1,4,o,a59622o0605,04550,04a59622o0605o
1,3,o,a59981o0198,03044,03a59981o0198o
1,4,c,a60058o0769,13936,04a60058o0769c
1,4,c,a60058o0769,02511,04a60058o0769c
1,3,o,a59861o0846,01573,03a59861o0846o
1,1,o,a59486o0332,01889,01a59486o0332o
1,3,o,a59994o0203,04454,03a59994o0203o
1,3,o,a60064o0692,10827,03a60064o0692o
1,3,c,a60017o0161,06033,03a60017o0161c
1,4,o,a59905o0150,05361,04a59905o0150o
1,2,o,a60039o0730,07207,02a60039o0730o
1,1,o,a59875o0499,00291,01a59875o0499o
1,1,o,a59489o0411,01715,01a59489o0411o
1,2,c,a59223o0121,02550,02a59223o0121c
1,1,o,a59119o0037,10027,01a59119o0037o
1,1,o,a59597o0399,02476,01a59597o0399o
1,1,o,a59592o0236,01288,01a59592o0236o
1,1,o,a59838o0505,00974,01a59838o0505o
1,4,c,a60002o0377,14565,04a60002o0377c
1,1,o,a59795o0214,01507,01a59795o0214o
1,3,o,a60004o0856,00262,03a60004o0856o
1,2,c,a59289o0105,11040,02a59289o0105c
1,3,o,a59987o0475,01872,03a59987o0475o
1,3,c,a60017o0190,07653,03a60017o0190c
1,1,o,a59015o0497,27782,01a59015o0497o
1,1,o,a59597o0321,00843,01a59597o0321o
1,1,c,a59854o0523,02282,01a59854o0523c
1,3,c,a60025o0630,01713,03a60025o0630c
1,3,o,a60034o0277,08328,03a60034o0277o
1,4,o,a60022o0774,01698,04a60022o0774o
1,3,o,a59933o0461,01995,03a59933o0461o
1,3,c,a60030o0270,02968,03a60030o0270c
1,3,o,a60036o0224,12504,03a60036o0224o
1,2,c,a59876o0024,17416,02a59876o0024c
1,4,o,a60067o0593,31254,04a60067o0593o
1,2,c,a59780o0149,01702,02a59780o0149c
1,1,o,a59104o0234,26553,01a59104o0234o
1,3,o,a59953o0376,00998,03a59953o0376o
1,3,c,a60030o0336,03394,03a60030o0336c
1,1,o,a59871o0508,03283,01a59871o0508o
1,2,o,a59902o0604,01837,02a59902o0604o
1,2,c,a59455o0269,21751,02a59455o0269c
1,1,o,a59600o0563,04919,01a59600o0563o
1,1,o,a59875o0092,01754,01a59875o0092o
1,4,o,a59957o0468,01474,04a59957o0468o
1,4,c,a60058o0769,12391,04a60058o0769c
1,4,o,a60012o0481,08014,04a60012o0481o
1,3,o,a59933o0461,07977,03a59933o0461o
1,4,o,a60037o0656,18313,04a60037o0656o
1,3,o,a60020o0257,01304,03a60020o0257o
1,3,o,a60005o0745,00256,03a60005o0745o
1,4,o,a60031o0759,03394,04a60031o0759o
1,2,o,a59509o0703,00804,02a59509o0703o
1,4,o,a60048o0630,05952,04a60048o0630o
1,1,c,a59905o0819,03431,01a59905o0819c
1,1,o,a59825o0445,17812,01a59825o0445o
1,1,o,a59085o0805,04387,01a59085o0805o
1,2,o,a57365o0266,05400,02a57365o0266o
1,2,o,a60017o0299,01809,02a60017o0299o
1,1,o,a59825o0445,14678,01a59825o0445o
1,4,o,a59970o0759,04388,04a59970o0759o
1,4,o,a59903o0554,01099,04a59903o0554o
1,3,c,a60031o0613,08363,03a60031o0613c
1,3,c,a60022o0310,01796,03a60022o0310c
1,4,c,a59939o0489,05244,04a59939o0489c
1,1,o,a59895o0061,31175,01a59895o0061o
1,4,o,a60067o0593,16382,04a60067o0593o
1,3,c,a59673o0065,04026,03a59673o0065c
1,3,o,a60021o0816,02358,03a60021o0816o
1,4,o,a59633o0460,01047,04a59633o0460o
1,2,o,a59222o1012,01649,02a59222o1012o
1,4,o,a60067o0593,13987,04a60067o0593o
1,3,o,a60020o0425,04303,03a60020o0425o
1,1,o,a59895o0061,27621,01a59895o0061o
1,3,o,a60031o0201,07194,03a60031o0201o
1,1,o,a59810o0229,02687,01a59810o0229o
1,1,o,a59031o0220,16212,01a59031o0220o
1,2,o,a60024o0524,01200,02a60024o0524o
1,1,o,a59545o0108,12789,01a59545o0108o
1,3,o,a60053o0778,03198,03a60053o0778o
1,4,c,a59994o0464,04833,04a59994o0464c
1,1,o,a59875o0487,02157,01a59875o0487o
1,1,o,a59594o0491,00961,01a59594o0491o
1,2,c,a59676o0071,06108,02a59676o0071c
1,4,o,a60018o0801,02636,04a60018o0801o
1,3,c,a59904o0391,01367,03a59904o0391c
1,4,o,a59887o0331,00635,04a59887o0331o
1,3,c,a59899o0265,01439,03a59899o0265c
1,1,o,a59011o0624,04186,01a59011o0624o
1,3,o,a60034o0203,02715,03a60034o0203o
1,1,o,a59238o0009,01598,01a59238o0009o
1,3,c,a60082o0221,17490,03a60082o0221c
1,2,o,a60024o0469,02750,02a60024o0469o
1,1,o,a59119o0037,06377,01a59119o0037o
1,2,o,a59244o0358,05347,02a59244o0358o
1,2,o,a58679o0741,02834,02a58679o0741o
1,3,c,a60022o0354,06679,03a60022o0354c
1,2,c,a57778o0739,00447,02a57778o0739c
1,3,o,a60031o0128,15693,03a60031o0128o
1,3,c,a59786o0282,29380,03a59786o0282c
1,3,o,a59894o0387,00152,03a59894o0387o
1,2,c,a59870o0487,01595,02a59870o0487c
1,1,o,a59011o0624,03632,01a59011o0624o
1,2,c,a59616o0728,03340,02a59616o0728c
1,2,o,a59917o0425,06782,02a59917o0425o
1,3,o,a60005o0209,02326,03a60005o0209o
1,1,o,a59614o0133,03385,01a59614o0133o
1,1,o,a59607o0787,02134,01a59607o0787o
1,3,c,a60025o0634,02038,03a60025o0634c
1,2,c,a59635o0219,09996,02a59635o0219c
1,2,o,a59899o0029,00112,02a59899o0029o
1,2,c,a59998o0623,01069,02a59998o0623c
1,1,o,a59646o0226,01059,01a59646o0226o
1,4,o,a60037o0656,16212,04a60037o0656o
1,4,o,a59784o0343,43337,04a59784o0343o
1,2,o,a59927o0481,03205,02a59927o0481o
1,2,c,a59884o0747,04981,02a59884o0747c
1,4,o,a60043o0824,05467,04a60043o0824o
1,3,o,a59682o0533,14330,03a59682o0533o
1,2,o,a60082o0311,05090,02a60082o0311o
1,2,o,a57907o0432,22502,02a57907o0432o
1,4,o,a60067o0593,08683,04a60067o0593o
1,1,c,a59430o0500,05699,01a59430o0500c
1,2,o,a60028o0658,00949,02a60028o0658o
1,2,c,a59638o0838,01365,02a59638o0838c
1,4,c,a60058o0769,07956,04a60058o0769c
1,2,o,a59896o0248,02452,02a59896o0248o
1,2,c,a59461o0308,01092,02a59461o0308c
1,1,o,a59825o0445,01934,01a59825o0445o
1,1,o,a59895o0061,05661,01a59895o0061o
1,4,c,a59879o0276,02461,04a59879o0276c
1,4,o,a59970o0759,01437,04a59970o0759o
1,3,c,a60082o0221,18980,03a60082o0221c
1,4,o,a60012o0481,04821,04a60012o0481o
1,4,o,a60067o0593,27176,04a60067o0593o
1,1,o,a59870o0024,00091,01a59870o0024o
1,1,o,a59610o0542,03245,01a59610o0542o
1,3,c,a59759o0331,04989,03a59759o0331c
1,1,o,a59612o0518,02488,01a59612o0518o
1,4,o,a60024o0517,18710,04a60024o0517o
1,4,o,a60037o0656,17122,04a60037o0656o
1,4,o,a59784o0343,71430,04a59784o0343o
1,2,o,a59126o0175,13380,02a59126o0175o
1,2,c,a59222o0711,07799,02a59222o0711c
1,2,o,a60015o0756,06815,02a60015o0756o
1,4,o,a60006o0863,06587,04a60006o0863o
1,3,o,a59766o0475,79064,03a59766o0475o
1,3,c,a60082o0221,05260,03a60082o0221c
1,2,o,a60028o0591,02598,02a60028o0591o
1,1,o,a59039o0039,06411,01a59039o0039o
1,4,o,a60037o0650,02701,04a60037o0650o
1,4,o,a60018o0825,02023,04a60018o0825o
1,3,o,a59766o0475,19814,03a59766o0475o
1,2,c,a57778o0739,04097,02a57778o0739c
1,1,o,a59608o0333,10674,01a59608o0333o
1,3,c,a60016o0197,14166,03a60016o0197c
1,4,o,a59598o0563,05907,04a59598o0563o
1,4,o,a59989o0378,01242,04a59989o0378o
1,1,o,a59486o0332,18514,01a59486o0332o
1,3,o,a60021o0804,01265,03a60021o0804o
1,2,o,a60022o0511,01273,02a60022o0511o
1,4,c,a60058o0769,13255,04a60058o0769c
1,3,c,a60023o0586,01651,03a60023o0586c
1,4,o,a59971o0379,02845,04a59971o0379o
1,2,o,a59885o0293,06542,02a59885o0293o
1,1,o,a59596o0532,00551,01a59596o0532o
1,1,o,a59529o0523,01299,01a59529o0523o
1,4,c,a60047o0244,01636,04a60047o0244c
1,3,c,a59909o0347,04885,03a59909o0347c
1,1,o,a59895o0061,14834,01a59895o0061o
1,3,o,a60036o0224,05882,03a60036o0224o
1,3,c,a60022o0352,07511,03a60022o0352c
1,4,o,a60067o0593,10363,04a60067o0593o
1,4,c,a59881o0617,02025,04a59881o0617c
1,3,c,a60033o0671,02245,03a60033o0671c
1,2,c,a59885o0599,00704,02a59885o0599c
1,4,c,a59939o0118,03011,04a59939o0118c
1,3,c,a60022o0310,00840,03a60022o0310c
1,2,o,a60082o0332,01350,02a60082o0332o
1,4,o,a60089o0216,11198,04a60089o0216o
1,1,o,a59600o0541,00603,01a59600o0541o
1,2,o,a60021o0643,02204,02a60021o0643o
1,4,o,a60048o0643,01769,04a60048o0643o
1,3,o,a60031o0201,02785,03a60031o0201o
1,3,o,a60005o0228,04936,03a60005o0228o
1,3,c,a60017o0231,07282,03a60017o0231c
1,1,o,a59119o0037,24367,01a59119o0037o
1,4,o,a59977o0204,00984,04a59977o0204o
1,3,c,a60017o0161,07629,03a60017o0161c
1,2,c,a59880o0156,00273,02a59880o0156c
1,4,c,a59879o0221,03441,04a59879o0221c
1,2,c,a59870o0487,01856,02a59870o0487c
1,4,o,a60067o0593,19559,04a60067o0593o
1,2,c,a60057o0516,02099,02a60057o0516c
1,3,c,a60025o0923,06955,03a60025o0923c
1,1,o,a59034o0334,03107,01a59034o0334o
1,1,o,a59119o0037,11330,01a59119o0037o
1,4,o,a59767o0255,00136,04a59767o0255o
1,4,o,a60067o0593,04533,04a60067o0593o
1,1,o,a59621o0965,03902,01a59621o0965o
1,2,o,a60022o0845,05044,02a60022o0845o
1,2,o,a59871o0743,08204,02a59871o0743o
1,1,o,a59872o0357,02814,01a59872o0357o
1,1,o,a59875o0487,02119,01a59875o0487o
1,1,o,a59610o0542,01653,01a59610o0542o
1,3,o,a60004o0856,03530,03a60004o0856o
1,3,o,a60031o0184,10548,03a60031o0184o
1,3,c,a59759o0331,08264,03a59759o0331c
1,1,o,a59098o0612,00499,01a59098o0612o
1,2,c,a59882o0356,00347,02a59882o0356c
1,2,o,a59543o0531,02142,02a59543o0531o
1,1,o,a59621o0965,01967,01a59621o0965o
1,4,c,a59760o1027,00986,04a59760o1027c
1,3,c,a60022o0352,05693,03a60022o0352c
1,3,o,a60031o0184,08262,03a60031o0184o
1,1,o,a59015o0527,10202,01a59015o0527o
1,4,o,a59905o0150,05678,04a59905o0150o
1,3,o,a60036o0224,16176,03a60036o0224o
1,3,c,a60025o0722,02621,03a60025o0722c
1,2,c,a59882o0623,02637,02a59882o0623c
1,2,c,a59876o0741,03041,02a59876o0741c
1,1,o,a59876o0533,02002,01a59876o0533o
1,4,c,a59879o0657,05520,04a59879o0657c
1,3,c,a59897o0026,01045,03a59897o0026c
1,2,o,a60023o0811,06316,02a60023o0811o
1,3,c,a60031o0546,08536,03a60031o0546c
1,1,o,a59061o0586,03137,01a59061o0586o
1,3,c,a60023o0586,04447,03a60023o0586c
1,3,c,a59909o0347,02683,03a59909o0347c
1,1,o,a59610o0531,01651,01a59610o0531o
1,2,o,a59217o0703,02752,02a59217o0703o
1,4,o,a59679o0560,01173,04a59679o0560o
1,3,o,a59987o0475,03662,03a59987o0475o
1,4,c,a59939o0304,07588,04a59939o0304c
1,1,o,a59595o0613,04781,01a59595o0613o
1,4,o,a60067o0593,27490,04a60067o0593o
1,3,c,a60025o0923,26341,03a60025o0923c
1,2,c,a59289o0105,02913,02a59289o0105c
1,3,o,a60053o0778,05098,03a60053o0778o
1,1,o,a59875o0092,04748,01a59875o0092o
1,2,o,a59625o0510,01144,02a59625o0510o
1,1,o,a58486o0688,05046,01a58486o0688o
1,2,o,a60029o0538,02805,02a60029o0538o
1,3,o,a60021o0804,00678,03a60021o0804o
1,4,c,a59939o0489,08460,04a59939o0489c
1,3,o,a60031o0184,12602,03a60031o0184o
1,1,o,a59621o0965,03917,01a59621o0965o
1,2,c,a59223o0483,02552,02a59223o0483c
1,4,c,a60058o0769,01754,04a60058o0769c
1,2,o,a59898o0309,04222,02a59898o0309o
1,1,o,a59104o0234,42001,01a59104o0234o
1,4,o,a60037o0645,15837,04a60037o0645o
1,3,o,a59682o0533,07629,03a59682o0533o
1,4,o,a60089o0216,09954,04a60089o0216o
1,4,o,a60067o0593,23977,04a60067o0593o
1,1,o,a59600o0541,00708,01a59600o0541o
1,3,c,a59851o0078,23805,03a59851o0078c
1,4,o,a60067o0593,04642,04a60067o0593o
1,3,c,a60032o0182,02550,03a60032o0182c
1,3,c,a60082o0221,30994,03a60082o0221c
1,3,c,a60082o0221,09382,03a60082o0221c
1,3,c,a60025o0923,00389,03a60025o0923c
1,4,c,a59939o0304,14042,04a59939o0304c
1,4,o,a60050o0763,00318,04a60050o0763o
1,2,c,a59455o0269,01688,02a59455o0269c
1,2,o,a60071o0407,02754,02a60071o0407o
1,2,o,a60034o0594,02442,02a60034o0594o
1,3,o,a60021o0804,01225,03a60021o0804o
1,3,o,a59933o0559,04476,03a59933o0559o
1,4,c,a59941o0326,13450,04a59941o0326c
1,3,c,a59961o0227,04317,03a59961o0227c
1,2,o,a60029o0581,02349,02a60029o0581o
1,3,c,a60017o0190,14310,03a60017o0190c
1,4,c,a59879o0310,01119,04a59879o0310c
1,4,c,a60050o0615,02457,04a60050o0615c
1,1,o,a59876o0593,02322,01a59876o0593o
1,1,o,a59006o0407,00958,01a59006o0407o
1,4,o,a60037o0656,06564,04a60037o0656o
1,4,o,a60019o0792,15939,04a60019o0792o
1,3,o,a59895o0581,07353,03a59895o0581o
1,1,c,a59430o0500,14772,01a59430o0500c
1,1,o,a59872o0065,01273,01a59872o0065o
1,2,c,a57981o0020,04800,02a57981o0020c
1,4,o,a60019o0792,08578,04a60019o0792o
1,1,o,a59104o0234,56861,01a59104o0234o
1,4,c,a59939o0489,02598,04a59939o0489c
1,2,o,a59908o0108,02978,02a59908o0108o
1,4,o,a59905o0150,00811,04a59905o0150o
1,3,o,a60020o0263,00639,03a60020o0263o
1,2,c,a60057o0512,00453,02a60057o0512c
1,1,o,a59860o0524,02503,01a59860o0524o
1,2,c,a59876o0024,04187,02a59876o0024c
1,3,o,a59989o0293,04919,03a59989o0293o
1,4,o,a60067o0593,26052,04a60067o0593o
1,2,o,a59624o0188,02833,02a59624o0188o
1,4,o,a60001o0153,04384,04a60001o0153o
1,1,o,a59870o0741,00599,01a59870o0741o
1,2,c,a59518o0627,02819,02a59518o0627c
1,1,o,a59245o0087,00549,01a59245o0087o
1,4,c,a59989o0288,00809,04a59989o0288c
1,2,o,a59606o0232,05333,02a59606o0232o
1,1,o,a59870o0020,03460,01a59870o0020o
1,3,o,a59989o0149,07012,03a59989o0149o
1,3,o,a60004o0856,01789,03a60004o0856o
1,4,o,a59784o0343,72693,04a59784o0343o
1,1,o,a59607o0857,01287,01a59607o0857o
1,1,o,a59119o0037,08888,01a59119o0037o
1,1,o,a59875o0613,01490,01a59875o0613o
1,3,c,a60082o0221,14977,03a60082o0221c
1,2,c,a59876o0743,03495,02a59876o0743c
1,2,o,a59543o0545,00874,02a59543o0545o
1,1,o,a59011o0632,07548,01a59011o0632o
1,4,c,a60050o0615,03106,04a60050o0615c
1,2,o,a59916o0061,05484,02a59916o0061o
1,3,c,a60082o0221,29135,03a60082o0221c
1,3,o,a60031o0125,02896,03a60031o0125o
1,1,o,a59875o0390,00520,01a59875o0390o
1,1,c,a59853o0388,10174,01a59853o0388c
1,1,o,a59104o0234,24771,01a59104o0234o
1,1,o,a59610o0542,01023,01a59610o0542o
1,3,o,a60033o0366,04656,03a60033o0366o
1,3,o,a60021o0804,05165,03a60021o0804o
1,1,o,a59855o0278,02904,01a59855o0278o
1,3,c,a60025o0634,02873,03a60025o0634c
1,1,o,a59870o0024,01385,01a59870o0024o
1,2,c,a59638o0838,04508,02a59638o0838c
1,3,o,a59861o0846,03859,03a59861o0846o
1,3,c,a59851o0078,10598,03a59851o0078c
1,3,c,a60031o0598,11741,03a60031o0598c
1,2,o,a57532o0171,01623,02a57532o0171o
1,1,o,a59825o0445,14050,01a59825o0445o
1,2,o,a60028o0598,01631,02a60028o0598o
1,2,c,a59876o0024,16746,02a59876o0024c
1,3,o,a59999o0717,00329,03a59999o0717o
1,1,o,a59795o0214,02610,01a59795o0214o
1,1,o,a59031o0220,01416,01a59031o0220o
1,3,c,a60082o0221,19998,03a60082o0221c
1,4,c,a59940o0675,16653,04a59940o0675c
1,1,o,a59486o0332,20483,01a59486o0332o
1,1,o,a59615o0184,06429,01a59615o0184o
1,1,o,a59181o0605,01530,01a59181o0605o
1,2,c,a59870o0128,02645,02a59870o0128c
1,2,o,a59893o0319,02096,02a59893o0319o
1,2,o,a59126o0175,11790,02a59126o0175o
1,2,o,a59916o0017,04376,02a59916o0017o
1,2,c,a59876o0024,18353,02a59876o0024c
1,4,o,a60019o0792,35147,04a60019o0792o
1,4,c,a59871o0261,00642,04a59871o0261c
1,2,o,a60039o0689,02053,02a60039o0689o
1,4,o,a59919o0463,02171,04a59919o0463o
1,2,c,a59876o0024,21833,02a59876o0024c
1,2,o,a59884o0369,00454,02a59884o0369o
1,2,o,a59541o0093,03661,02a59541o0093o
1,3,o,a59893o0062,02080,03a59893o0062o
1,4,o,a60050o0763,02873,04a60050o0763o
1,3,c,a59671o0784,00931,03a59671o0784c
1,4,o,a60037o0656,11737,04a60037o0656o
1,1,o,a59104o0234,01033,01a59104o0234o
1,1,o,a59604o0929,00098,01a59604o0929o
1,4,o,a59919o0439,01049,04a59919o0439o
1,2,o,a59244o0358,03267,02a59244o0358o
1,1,c,a59905o0899,02444,01a59905o0899c
1,1,o,a59545o0108,09697,01a59545o0108o
1,2,o,a59487o0740,03841,02a59487o0740o
1,3,o,a59999o0717,18503,03a59999o0717o
1,3,o,a59766o0475,13277,03a59766o0475o
1,3,o,a60034o0203,08735,03a60034o0203o
1,2,o,a59509o0703,01007,02a59509o0703o
1,4,c,a60058o0769,07269,04a60058o0769c
1,4,o,a60067o0593,11039,04a60067o0593o
1,1,o,a59486o0332,22860,01a59486o0332o
1,2,c,a59870o0128,01002,02a59870o0128c
1,1,o,a59810o0229,04329,01a59810o0229o
1,1,o,a59104o0234,12903,01a59104o0234o
1,4,o,a60002o0312,10845,04a60002o0312o
1,4,o,a60048o0630,00126,04a60048o0630o
1,2,o,a59870o0894,00396,02a59870o0894o
1,4,c,a60045o0158,05871,04a60045o0158c
1,3,c,a60032o0314,00583,03a60032o0314c
1,1,o,a59039o0039,06937,01a59039o0039o
1,4,o,a59679o0560,00678,04a59679o0560o
1,4,o,a60002o0312,13219,04a60002o0312o
1,1,o,a59599o0861,03182,01a59599o0861o
1,2,o,a59885o0257,08707,02a59885o0257o
1,2,o,a59917o0425,08745,02a59917o0425o
1,1,o,a59612o0937,05340,01a59612o0937o
1,1,o,a59895o0061,28386,01a59895o0061o
1,2,o,a57907o0432,19163,02a57907o0432o
1,4,c,a60058o0769,06250,04a60058o0769c
1,3,o,a59893o0092,01017,03a59893o0092o
